id,name,artists,genre
4HV0XOs2F7RR8fFhYiop0b,Chu Gon Do ?,['Karan Aujla'],punjabi hip hop
5wiSbeDm2p5yniuus7eH4J,Black & White,['Diljit Dosanjh'],punjabi hip hop
5W7DOVGQLTigu09afW7QMT,295,['Sidhu Moose Wala'],punjabi hip hop
7fBeejW1BoZFTd4hTP6JvV,Umbrella,"['Diljit Dosanjh', 'Intense', 'Chani Nattan']",punjabi hip hop
5SzPs3C9TLb7CGDwlB5kaZ,Click That B Kickin It (Yaar Jatt De),['Karan Aujla'],punjabi hip hop
5uuVGnkZEFHBz8unViC3iA,G-Shit (feat. Blockboi Twitch),['Sidhu Moose Wala'],punjabi hip hop
2ccThCjEt1t1SF72mP7as2,Few Days,['Amantej Hundal'],punjabi hip hop
2zQE8TE5BQDJA11ggnope9,These Days (feat. Bohemia),['Sidhu Moose Wala'],punjabi hip hop
3jf0MUY13BQ0aLAdpmNThI,Wahzir Nation,['Wazir Patar'],punjabi hip hop
7fYE7BT9Na8XpALQwuhIwX,Champagne,['Diljit Dosanjh'],punjabi hip hop
0e9DDb2TnNwSv8lV1EpMuD,Notorious,['Wazir Patar'],punjabi hip hop
7F5O2pMgNNjONTbdqQx9b3,IDGAF (feat. Morrisson),['Sidhu Moose Wala'],punjabi hip hop
2bys20ujsj81dFbCbNbXQa,1 On 1,['Jassa Dhillon'],punjabi hip hop
58f4twRnbZOOVUhMUpplJ4,Brown Munde,['Various Artists'],punjabi hip hop
4Smex33L5fSJQlLOUzkDk3,Foreigns,"['AP Dhillon', 'Gurinder Gill', 'Money Musik']",punjabi hip hop
0GwNnekTpPXcbyni4NawXD,Gabru,['Gur Sidhu'],punjabi hip hop
61gu4XQFyAfIUneEyW4EJu,Brown Shortie (feat. Sonam Bajwa),['Sidhu Moose Wala'],punjabi hip hop
507LR0bNZxxGoOfVeuE68d,24/7,['Navaan Sandhu'],punjabi hip hop
7AW4g4I9fPfUIyqtbsuAkM,Droptop,"['AP Dhillon', 'Gurinder Gill', 'Gminxr']",punjabi hip hop
7Hvo0urb8RjR2jVqvFgYZZ,Mere Wala Jatt,['Prem Dhillon'],punjabi hip hop
72H6G8v9xyuwdRBaTkoT5G,Faraar,"['Gurinder Gill', 'Shinda Kahlon', 'AP Dhillon']",punjabi hip hop
7gy0WlSq3Q5VxPP1nr0Trq,Prahune,"['Prem Dhillon', 'Amrit Maan']",punjabi hip hop
3CslTKRGmBGgEsCUnCfn67,Hukam,['Karan Aujla'],punjabi hip hop
5DVnSQ90r2M3gm6XbgTCLp,Takeover,"['AP Dhillon', 'Gurinder Gill', 'Money Musik']",punjabi hip hop
6Y8r5v3lwWX80fr7oRNK9V,Gutt,['Arjan Dhillon'],punjabi hip hop
5LEjxlKCcYH8irGpRtjbj0,Adhiya,['Karan Aujla'],punjabi hip hop
5oBNyvRib931U1mp8YtbtU,Don't Test,"['Gurinder Gill', 'Gminxr']",punjabi hip hop
7krGSbOnw13S7tIpgVEWAo,Clash,['Diljit Dosanjh'],punjabi hip hop
3CPvL9ehmERejt7b5RvVAY,Majha Block,['Prem Dhillon'],punjabi hip hop
2txEM0LayfSv1AOB3M1Z8R,Info,"['Jordan Sandhu', 'Gurlez Akhtar']",punjabi hip hop
3XQUm9KbQxla0ZtXh0cdGv,Haan Haige Aa,['Karan Aujla'],punjabi hip hop
0aikTnIlTx4fKJzg8q56Ax,My Fellas,['Arjan Dhillon'],punjabi hip hop
1aL9518P5G72N92b48tuKw,Summer High,['AP Dhillon'],punjabi hip hop
326eZ9C7qpDj6NSsEiKvoW,Compulsory,"['Gur Sidhu', 'Kaptaan']",punjabi hip hop
6oEAcSY98NPIgD9UumQwIg,Peaches (feat. Anne-Marie),"['Diljit Dosanjh', 'Anne-Marie', 'Intense']",punjabi hip hop
08Isz2ETWSBhvIl8UpKYsp,NO LOVE,['Shubh'],punjabi hip hop
6y6pBKHe151pglLIiJw6iD,6 Maheenay,['Talha Dar'],punjabi hip hop
3OK2VUpcjQQZAqGHw95N4G,26 Blvd,['Prem Dhillon'],punjabi hip hop
3ZGJhN4unVspOqpwGvUL2W,Lemonade,['Diljit Dosanjh'],punjabi hip hop
5W7DOVGQLTigu09afW7QMT,295,['Sidhu Moose Wala'],punjabi hip hop
3Vmo13MxVRKBszmfK61ONH,Gangsta,['Karan Aujla'],punjabi hip hop
76XQ1JrztUciUlQHYIXLl0,"Guitar - From the Album ""XYZ""",['Karan Randhawa'],punjabi hip hop
4u7IQqFz6ZSZoLwTcWDfLQ,Secrets,['The PropheC'],punjabi hip hop
4HKbWbn8acXeTq6j0rqO5z,Plug Talk,['Navaan Sandhu'],punjabi hip hop
0JBnAsReYppHqCZJbqy5H8,SYL,['Sidhu Moose Wala'],punjabi hip hop
2ZxdwRUfd0LiAshQclfQZb,Red Chilli,['Diljit Dosanjh'],punjabi hip hop
3JkVYvxNoGf2HCWJo61462,Never Fold (feat. Sunny Malton),['Sidhu Moose Wala'],punjabi hip hop
2L1OXzqVPpVxotHfLglUcB,Chauffeur,"['Diljit Dosanjh', 'Tory Lanez', 'Ikky']",punjabi hip hop
5tXDVieP5trNSb9cco2ZRt,Ain't Died In Vain,['Prem Dhillon'],punjabi hip hop
1WOz8NwADXFxRADQFVftxp,Jawani,['Arjan Dhillon'],punjabi hip hop
7lvDsmTRXFE3dK4OjvRiWB,Pasoori,"['Shae Gill', 'Ali Sethi']",punjabi hip hop
1skGwRjc7wYY70PJCAkKMr,Love Sick (feat. AR Paisley),['Sidhu Moose Wala'],punjabi hip hop
6vB79uYDAZHUX7DBaC1xyn,In Love Again,['Harman Hundal'],punjabi hip hop
4hAmLeBT1Ryk2oxSMMiJ7z,Oouuu,['Karan Aujla'],punjabi hip hop
6Ffl1BBRfr8I2ASR6iiRTe,Judge,['Mankirt Aulakh'],punjabi hip hop
77WhbR5wdwAu28rKDriGfN,"Darling - From ""Kokka""","['The Landers', 'Simar Kaur']",punjabi hip hop
4NyKTeLnNmWuwrYYUkak6d,Gutt Ch Paranda,['Preet Sandhu'],punjabi hip hop
2nDzukOYADCVZXytiGnnFI,Chak Chak Chak,['Khan Bhaini'],punjabi hip hop
3UJ9TWvQth9inGhdjhDVlv,Trippin,['JERRY'],punjabi hip hop
5pcmtf1lwrMqmAWWm248fY,DESIRES,['Various Artists'],punjabi hip hop
5zUPoHkgqAr1XwTMNzNtGs,Fully Loaded,"['Tegi Pannu', 'Manni Sandhu']",punjabi hip hop
1qbD2xTTBGif2ki4D5Po7P,Dream,"['Inder Chahal', 'Karan Aujla']",punjabi hip hop
1w3exvIgbRFV2ijf6qyWm8,Everybody Hurts,['Sidhu Moose Wala'],punjabi hip hop
2nxQsbR0Cqy4MPI6vftwyX,Mandeer,['Arjan Dhillon'],punjabi hip hop
2WFfHu9sIOtM9ySp2PKaPw,Blame,"['Prem Dhillon', 'San-B']",punjabi hip hop
0GnqC8ZVxrZPULa5EQGWbW,Jealousy (feat. Gurlez Akhtar),['Navaan Sandhu'],punjabi hip hop
4NtmlxfMrhLYHDV2EIyVcV,Bewafai Kar Gaya,['B Praak'],punjabi hip hop
7fGvRV4rnNEHJ02zUaoIRi,Season,['Simar Doraha'],punjabi hip hop
4roFMBSQp7W4fYVxKMmhA5,Junoon,['Mitraz'],punjabi hip hop
3ubdbuynat3QLfKtdtJ5BH,Sift,"['Bhalwaan', 'Signature By SB']",punjabi hip hop
708ATCPhF2aagzUo8A9Dgo,Sunset,['Ezu'],punjabi hip hop
1iZLpuGMr4tn1F5bZu32Kb,Bijlee Bijlee,['Harrdy Sandhu'],punjabi hip hop
5eGsHi6RcL33gb9k89UYaB,Schedule,"['Tegi Pannu', 'Manni Sandhu']",punjabi hip hop
3EAVty65Aq2boaV6O2vj5I,Bhabi,"['Gurnam Bhullar', 'Gur Sidhu']",punjabi hip hop
08Isz2ETWSBhvIl8UpKYsp,NO LOVE,['Shubh'],punjabi hip hop
6TDWc37igXh2OtDPAzUIwB,Mahol,['Arjan Dhillon'],punjabi hip hop
7nMdJTQ4pxpu4Lhuldj9by,Bulls Eye,['Tarsem Jassar'],punjabi hip hop
2a7zxjZ1I88Z6sYm0ThuSc,Black Effect,"['Jordan Sandhu', 'Mehar Vaani']",punjabi hip hop
3b9H6i89wdDH2IKNcnXpt2,Jatt Flex,['Amrit Maan'],punjabi hip hop
5DnZcwhgXYlUxGOMk348Sz,Ki Karde Je,['Nimrat Khaira'],punjabi hip hop
5e0sqZrtakU2phj6IFxf79,Puff Puff Pass,['Sultaan'],punjabi hip hop
6qS40yL7kXVoChI8SSCQIQ,Ykwim,"['Karan Aujla', 'KR$NA']",punjabi hip hop
3Ip459jQ00aQt1sVx6EK9t,HeadsUp (Jatt Ton Bina),['Simu Dhillon'],punjabi hip hop
6Xh1mVYnEauD71lkhLfAz2,She's The One,"['JERRY', 'Devilo']",punjabi hip hop
6Pxq8WosWicxmEqp9BFZ2s,What Ve,['Diljit Dosanjh'],punjabi hip hop
6LZys87Q37Jr3RKWDFUkRF,All Aces,"['Prem Dhillon', 'Byg Byrd', 'Blamo']",punjabi hip hop
4qjrUAcl6Wn7BdEVBLk33y,"Jinna Jinna ( From ""Main Viyah Nahi Karona Tere Naal"")","['Gurnam Bhullar', 'Daddy Beats']",punjabi hip hop
76TcsS8szd8ZQjwnz78xg9,2 Raflaan (feat. Gurlej Akhtar),['Mankirt Aulakh'],punjabi hip hop
7HWMIRSmUrhlbveXerIEWk,Unforgettable,"['Diljit Dosanjh', 'Intense', 'Chani Nattan']",punjabi hip hop
5eN1nmOe9R29OBL6soTJov,MAJHE AALE,['Various Artists'],punjabi hip hop
4FKLi2H8nNxLWwVk9nvzwy,Score,['Arjan Dhillon'],punjabi hip hop
6Uiuq2p2SUXgoN8hrxvCHZ,Dabde Ni,['Ammy Virk'],punjabi hip hop
7Ja3egkluF7BuxEIhSYdvu,Kamaal Ho Gea,"['Satinder Sartaaj', 'Manan Bhardwaj']",punjabi hip hop
2DzEnsDbTLHwPuIMAB2z0P,Feelinga,['Garry Sandhu'],punjabi hip hop
3WYzyafR47qwO5w2UtzFv9,Jaan,['Nimrat Khaira'],punjabi hip hop
2xRtXbFAmk3cW6xE1zF7ye,Tu Jhoom,"['Naseebo Lal', 'Abida Parveen']",punjabi hip hop
6TClJ8jXi3OBV7gcrU3jx5,TERE TE,['Various Artists'],punjabi hip hop
0XwRlvv3KlOu4HWlOH34XG,Lover,['Diljit Dosanjh'],punjabi hip hop
43qJF4pC5rbLDUgmqWYOKu,Kingpin,['Tarsem Jassar'],punjabi hip hop
6eMe7w3a4SdC1SIbSxGlom,Zulfan,['Mankirt Aulakh'],punjabi hip hop
5dvGOTBXFSgpKddB6MGe0P,WAR,['Various Artists'],punjabi hip hop
55nRhkhe7ckZhazYrv6ZOX,Distance Love,"['Grewal', 'Zehr Vibe']",punjabi hip hop
0dOqLC4mPeyot9t2rwyYT8,Bindi,['G Khan'],punjabi hip hop
5FTcLPsQFX2NZaBQHbTz06,Moonlight,['Harnoor'],punjabi hip hop
3D0pmiK3zyF9PudyJ8mkor,Ma Belle,"['AP Dhillon', 'Amari']",punjabi hip hop
2R3doWDwQx2uDYSreKowEQ,Band Darvaze,"['Amrinder Gill', 'Dr Zeus']",punjabi hip hop
5vRdXNSFTyuu61QZVKiavW,Ever Green,['Jigar'],punjabi hip hop
1qrAgbcxQpeaDv4ptgjl9e,Shinin',"['Tegi Pannu', 'Manni Sandhu']",punjabi hip hop
0jQ6Qx0pRJttXHTkeOj5mP,Churi,"['Khan Bhaini', 'Shipra Goyal']",punjabi hip hop
7hsCS6RCUt3fYefQqT3XCk,Shareef,['Gurlez Akhtar'],punjabi hip hop
3Fr1WmziIKmhU9s5fNKZrQ,It Ain't Legal,['Karan Aujla'],punjabi hip hop
0m5jRWkermmIbOqa2zMNZX,Taakre,"['Gur Sidhu', 'Jassa Dhillon']",punjabi hip hop
4WUO973u0uyPDjwhBX5Acg,3 Aarhi,"['Amrit Maan', 'Nimrat Khaira']",punjabi hip hop
7fYE7BT9Na8XpALQwuhIwX,Champagne,['Diljit Dosanjh'],punjabi hip hop
6qJwdPK0bMWyX2ys3lZ23y,Still Standing,['Amantej Hundal'],punjabi hip hop
4tj1ZgKEOuPXX3Z7Zfb9G1,Rubicon,"['Amrit Maan', 'Nimrat Khaira']",punjabi hip hop
5wiSbeDm2p5yniuus7eH4J,Black & White,['Diljit Dosanjh'],punjabi hip hop
4OHzC2BlrCWK0wKrirR5Zy,Goriyaan Goriyaan,['Romaana'],punjabi hip hop
4HV0XOs2F7RR8fFhYiop0b,Chu Gon Do ?,['Karan Aujla'],punjabi hip hop
0IBoEJSQji3JOChWfYKtin,Pistol,"['Baani Sandhu', 'Jassa Dhillon']",punjabi hip hop
00WEf28euvcKP1TpG4DI0C,Laala Laala,"['Kulwinder Billa', 'Bunty Bains', 'Desi Crew']",punjabi hip hop
1Hy2ZRkFGC3P47r6lDX2sy,Luna,['Diljit Dosanjh'],punjabi hip hop
5BWIrdXMuMewFbyXBntyjA,Barood Wargi,['Simiran Kaur Dhadli'],punjabi hip hop
455OjhLhU9JCNYKKoUOFwr,Into You,"['Tegi Pannu', 'Manni Sandhu']",punjabi hip hop
54iGMY2yuWDgo1Y5Ld8nwu,Jodhpur,['Dilpreet Dhillon'],punjabi hip hop
2zQE8TE5BQDJA11ggnope9,These Days (feat. Bohemia),['Sidhu Moose Wala'],punjabi hip hop
0EaoE43cTa58vj871mEkQi,Surma,['Khan Bhaini'],punjabi hip hop
2ccThCjEt1t1SF72mP7as2,Few Days,['Amantej Hundal'],punjabi hip hop
6IaHIJYxIG8xbosaRr25AC,Parshawan,['Harnoor'],punjabi hip hop
14r3uhYqRQbbm7jwcU6kHx,Likhari,['Arjan Dhillon'],punjabi hip hop
4APdbH7o8nQgnfM7I5snHl,Tu Shayar Banaagi,"['Parry Sidhu', 'MixSingh']",punjabi hip hop
6nmkEV0oW6QJ340afYUlx0,Jatt te Jawani,['Dilpreet Dhillon'],punjabi hip hop
4lNIbr9cjYnk1W1CppnqUQ,Chandi Jaisa Rang - Live In India,['Pankaj Udhas'],ghazal
7nUAHij7tN3aBFaeEqKhMt,Chupke Chupke Raat Din,['Various Artists'],ghazal
0Uju0OCAsVwlNSY0mQlGTb,Tum Itna Jo Muskura Rahe Ho,['Kaifi Azmi'],ghazal
5NbR7c5zrOZN3Dje3JVJEN,Hoshwalon Ko Khabar Kya,['Jatin-Lalit'],ghazal
43ohGfWWEI0dQnBXQ8KyEU,Kaun Aayega Yahan,['Jagjit Singh'],ghazal
0Uj2q3Z8g1OiMwc98Rjlhw,Woh Nahi Mera Magar (Male),"['Kavita Krishnamurthy', 'Ritu Johri', 'Ghulam Ali']",ghazal
6UA7c2zPn4yxZRD1GNN7dE,Chitthi Aai Hai,['Laxmikant–Pyarelal'],ghazal
4alS0xW23tUwqscT8CkPM3,Aaj Jane Ki Zid Na Karo (Live),['Farida Khanum'],ghazal
2oAy8P7WfjbZW0cWw6RnAG,"Chhupana Bhi Nahin Aata (From ""Baazigar"")",['Pankaj Udhas'],ghazal
6D5YqPRZo1OfpD2cy5hUz1,Mujhe Tum Nazar Se Gira To Rahe Ho,['Various Artists'],ghazal
3GIxNehfNB1vsDCTWBoGiU,Ahista,['Pankaj Udhas'],ghazal
0rvNTSDuANSUSsKjeMvC2p,Jeeye to Jeeye Kaise,['Nadeem Shravan'],ghazal
5AiSrgdSzhslFAs5Q64Jna,Humko Kiske Gham Ne,['Ghulam Ali'],ghazal
2CWKnKg2zzXI6wfsH2dTDE,"Rafta Rafta Woh Meri Hasti Ka (From ""Zeenat"")",['Mehdi Hassan'],ghazal
2VkzLlTKB4dsZbRbSP0ZfE,Phir Chiddi Raat,['Talat Aziz'],ghazal
0Rk8TeMpqMWNFnzKu5q3yG,Koi Yeh Kaise Bataye,['Kaifi Azmi'],ghazal
0zh7SH1nHYKaBxJHAn2O8k,"Dil Jalaane Ki Baat - From ""The Reluctant Fundamentalist""",['Various Artists'],ghazal
0fop0xkp8P9b7JTJSDdBB4,Teri Yaad Yaad Yaad,['Nadeem Shravan'],ghazal
3FoMsUV3YRuLoQDdFZxVvN,Main Teri Yaad Ko,['Mehdi Hassan'],ghazal
6gnOP9rUFy0HwA0qUV7Ik0,Khuda Ke Waste Ab,['Begum Akhtar'],ghazal
1fXEiq31msWJIXLd2227HD,Rehna Chai Da,['Bhupinder Singh'],ghazal
5zfKHMv3fIwCdaz4H3f6Uz,Tere Jane Se,['Gulzar'],ghazal
0PZO1Ih1qTQawy5Wc9B7zy,Dasht-E-Tanhai Mein,['Iqbal Bano'],ghazal
3lz869qyZcRBATTT6r4omU,Har zulm tera yaad hai,['Sajjad Ali'],ghazal
0zFdmEPDnsVO8bmLzmFdBr,Ishqe Noo Ched Na Bethi,['Bhupinder Singh'],ghazal
5ECnRRG6R0dNL1MpJ9lSeu,Awara,['Hariharan'],ghazal
25VkJONJpEE1jFn5jdJfUh,Is Dil Pe Naaz Tha Mujhe,['Mehdi Hassan'],ghazal
52QByX4ZOAQnSbC3QpBD8W,Rasm -E- Ulfat Sikha Gaya Koi,['Begum Akhtar'],ghazal
5cly8GBJJYuTQDQHvrkK5a,Chupke Chupke Raat,['Ghulam Ali'],ghazal
41ffCRz4qgkCidL08CBuPo,Meri Ajab Hai Zindagi,"['Jagjit Singh', 'Chitra Singh']",ghazal
1M3NqMGpz82MZymh0bJSIx,Hangama Hai Kiyon Barbad,['Ghulam Ali'],ghazal
0RDHG447VpeqH5K6YUQeU3,Faasla Is Kadar,['Ghulam Ali'],ghazal
5Lfsdm1eKTsUxEdqwmbBLb,Na Kajare Ki Dhar (Duet Version) - With Heart Beats,['Various Artists'],ghazal
3nPez09I43hLdYiNPB2XUO,Khawab Ban Ke Bikharti Jati Hai,"['Ghulam Ali', 'Mehdi Hassan']",ghazal
69GrvktEn2ezemVh4OYrvq,To Ne Dikha Hai Kabhi,"['Ghulam Ali', 'Mehdi Hassan']",ghazal
3CULCVr9760ob50DOlqQLj,Duniya Kisi Ke,['Mehdi Hassan'],ghazal
70dJEYGVeZjaj9OlLEfpCS,Aapki Yaad Aati Rahi Raat Bhar,"['Jaidev', 'Makhdoom Mohiuddin', 'Shahryar']",ghazal
2D8Cpa8hDGMHygcdrsXfS8,"Na Kajare Ki Dhar (From ""Mohra"")",['Pankaj Udhas'],ghazal
2MR4R6s9HqX8bMRohXmzfr,Hungama Hai Kyon Barpa,['Jagjit Singh'],ghazal
3trMcrv75BKmVVS45moplw,Jal Bhar De,['Gulzar'],ghazal
55nJGmUDh6VK5nknIkJgY2,Yeh Watan Tumhara Hai,['Various Artists'],ghazal
3ABNBqGrID439kEc347fkD,,[''],ghazal
2i16NsRLKUsvLWyYRla7rn,Mere Qatil,['Malika Pukhraj'],ghazal
4NbG28kd9gYQHnNbF5Hsjd,Ranjish Hi Sahi Dil Hi Dukhane Ke Liye,['Mehdi Hassan'],ghazal
4LIVQbroVmruOhX8aXqu6z,Yeh Arzoo Thi Tujhe Gul Ke,['Amanat Ali Khan'],ghazal
2zbYndwSMxp3xMXcuENO5x,Tumhein Dil Hi Dil,['Various Artists'],ghazal
1xoxOHmcRZqygAmiXugPs5,Duniya Kisie Ke Pyar Mein,['Mehdi Hassan'],ghazal
7wPifp1q0LY8j6lxmeipB1,Shayad Main Zindagi Ki Sahar,"['Jagjit Singh', 'Chitra Singh']",ghazal
6sjMz9ZnmYzn6bRBHiMQG7,Para Para Hua,['Ghulam Ali'],ghazal
75hsymuPkvUvQKsz54LigZ,Pyaar Ka Pehla Khat,['Jagjit Singh'],ghazal
6r0jQzLgo0YsLKAbkl8qfB,Dil Jalane Ki Baat,['Farida Khanum'],ghazal
4eb4Cfp6cTf1OnKdBm6ukz,Chan Kithan,['Ali Sethi'],ghazal
7ullpqaNSeTxBObPH8djXd,Aaqa - Coke Studio Season 9,"['Abida Parveen', 'Ali Sethi']",ghazal
4jKfbMle7TyILO6WWkUjEz,Ab Kya Ghazal Sunaoon,['Talat Aziz'],ghazal
0jpcgyl1Hjpi6AmL9bTt3o,Tum Mere Pas Raho,['Nayyara Noor'],ghazal
5NbR7c5zrOZN3Dje3JVJEN,Hoshwalon Ko Khabar Kya,['Jatin-Lalit'],ghazal
6D5YqPRZo1OfpD2cy5hUz1,Mujhe Tum Nazar Se Gira To Rahe Ho,['Various Artists'],ghazal
56xhY3sMyBQmHUY9MYWfL1,Kaash,['Hariharan'],ghazal
6bmqjIMGj8BdmzGwfPKJGt,Hum Dekhen Ge,['Iqbal Bano'],ghazal
38xx2sAaYhrsanczt8Z7MN,Dil Mein Ek Leher Si Uthi,['Ghulam Ali'],ghazal
0pBYlfDE9m6QMv9QNXrtQ1,"Arziyan (From ""Delhi-6"")",['Javed Ali'],ghazal
7bJ677c0pod3kiULAm9uMs,Mohabbat Karne Wale (Live),['Farida Khanum'],ghazal
6GR17hkfxhSQEAoDoO4Tfd,Ranjish Hi Sahi,['Shafqat Amanat Ali Khan and Ahmed Jehanzeb'],ghazal
2mVqfKbKGmxVXlVswhlI5T,Chaap Tilak,['Various Artists'],ghazal
3F2BSn4ayglzMwquBRHZq6,Rangi Saari,"['Kavita Seth', 'Kanishk Seth']",ghazal
5Mfzkm28Rh6eErgh40CjDy,Aaj Bazar Mein,['Nayyara Noor'],ghazal
7uuFYSMbtmPyF2frYsyXzb,Har Ek Baat Pe Kehte Ho Tum,"['Gulzar', 'Jagjit Singh', 'Mirza Ghalib']",ghazal
1MsBA2hZEeMnK8oTNvKQMu,Rafta Rafta Woh Meri Hasti Ka Saman,['Mehdi Hassan'],ghazal
1bJAynHEPbXhmaezqhnPTu,Tumhe Dil Lagi Bhool Jani Padegi,['Nusrat Fateh Ali Khan'],ghazal
52QByX4ZOAQnSbC3QpBD8W,Rasm -E- Ulfat Sikha Gaya Koi,['Begum Akhtar'],ghazal
34VMY5oNAOWXFnC0pfwwhc,Chupke Chupke Raat Din Aansoon Bahanayaad Hai,"['Ghulam Ali', 'Asha Bhosle']",ghazal
0zSNSr1NVD2iwOwfazpGdT,Dasht-e-Tanhai,['Tina Sani'],ghazal
4cVDSFC4fcFHtFG6CX3RgN,Ab Ke Sawan Sajjan Ghar Aaja,['Iqbal Bano'],ghazal
7uUbufm4yIjBDLKc85dVud,Chandni Raat,['Ali Sethi'],ghazal
4VjPa7HTarSNJv4tSXU3YW,Dhoondo Gay,['Abida Parveen'],ghazal
0n8FJ2DDgoBXJjczqYQfMF,Lagaya Dil,['Sajjad Ali'],ghazal
3Gxg0ktusCTpJwj15nedu2,Hum Ke Thehre Ajnabi,['Nayyara Noor'],ghazal
4SVLJYv9gJQgFhtJdW3TEX,Tum Itna Jo Muskura Rahe Ho,['Jagjit Singh'],ghazal
0s7GzkTMeFAg9z6vAeOAH2,Main Khayal Hoon Kisi Aur Ka - Live,['Mehdi Hassan'],ghazal
4alS0xW23tUwqscT8CkPM3,Aaj Jane Ki Zid Na Karo (Live),['Farida Khanum'],ghazal
3GIxNehfNB1vsDCTWBoGiU,Ahista,['Pankaj Udhas'],ghazal
0vs4B2rKV3WG34ARzAUMHw,Woh Apne Chehre Me Sau Aaftab,['Ghulam Ali'],ghazal
1aDW8ixWyS9YIyapp5JYLu,Yeh Jo Halka Saroor Hae,['Nusrat Fateh Ali Khan'],ghazal
1eH4sOhUg02F0dUgYMosKW,Tu Lakh Chale Re Gori,['Iqbal Bano'],ghazal
7J4UCQmUq4T5vzMmvE2NAq,Gulon Main Rang,['Ali Sethi'],ghazal
70dJEYGVeZjaj9OlLEfpCS,Aapki Yaad Aati Rahi Raat Bhar,"['Jaidev', 'Makhdoom Mohiuddin', 'Shahryar']",ghazal
39hCQjPyTtsHzsp0cx1fuJ,Mujhse Pehli Si Mohabbat,['Noor Jehan'],ghazal
0AWWSJceoodO63HteeF8LM,Yeh Dhoop Kinara,['Nayyara Noor'],ghazal
4mBmsPcPa1Eu4LDTHq55Ab,Hothon Se Chhu Lo Tum - From Prem Geet,['Jagjit Singh'],ghazal
1Ot6UNRGj2aYS3xtqw1YtA,Ranjish Hi Sahi,['Mehdi Hassan'],ghazal
369oZK7hzwq2wHzRWzs9xh,Teri Fariyad,"['Ankit Tiwari', 'Nikhil Vinay']",ghazal
6WvwmW6ccdJKZby8zTk0KX,Kuch Ishq Tha (Live),['Farida Khanum'],ghazal
5AiSrgdSzhslFAs5Q64Jna,Humko Kiske Gham Ne,['Ghulam Ali'],ghazal
2P7i3LoqblIGiNk1Jmbc30,Kahin Door Jab Din Dhal Jaye,['Salil Chowdhury'],ghazal
3HWGjEHOB3RKriiJkgqpgI,Na Jee Bharke Dekha,['Chandan Dass'],ghazal
6AWu9elpVfTbl7Wf8yQNPf,"Dhundo Ge Agar Mulkon - From ""Pakeeza""",['Abida Parveen'],ghazal
2oAy8P7WfjbZW0cWw6RnAG,"Chhupana Bhi Nahin Aata (From ""Baazigar"")",['Pankaj Udhas'],ghazal
5hXdpbP1WukzvuT07XONiS,La Pila De Saqia,['Munni Begum'],ghazal
5XgnsIYusyRsFFsYRo6Bx6,Voh Jo Hum Mein,['Nayyara Noor'],ghazal
2AeMA6k7ocfbYDZqq8NdV7,Koi Fariyaad,['Jagjit Singh'],ghazal
3GIxNehfNB1vsDCTWBoGiU,Ahista,['Pankaj Udhas'],ghazal
307KvFGNGvyd53BDVPhKHv,Tum Itna Jo Muskura Rahe Ho Arth - Live,['Various Artists'],ghazal
66KBRmenGEJkTKtbTWl7tS,Tum Ko Dekha To Yeh Khayal Aaya,"['Kuldeep Singh', 'Javed Akhtar']",ghazal
6qtSFL6qFbw7EmaRIsS0IR,Woh Kaghaz Ki Kashti,"['Jagjit Singh', 'Chitra Singh']",ghazal
6UA7c2zPn4yxZRD1GNN7dE,Chitthi Aai Hai,['Laxmikant–Pyarelal'],ghazal
09hG9ntemqSKGpOh29HEmO,Chandi Jaisa Rang - Live In India/1984,['Pankaj Udhas'],ghazal
6k9kaOjvY1NUamYuLOgNa7,Ghungroo Toot Gaye,['Pankaj Udhas'],ghazal
3bO7PoVn2Med6obuToYBLG,Kabhi To Nazar Milao,['Adnan Sami'],ghazal
4alS0xW23tUwqscT8CkPM3,Aaj Jane Ki Zid Na Karo (Live),['Farida Khanum'],ghazal
2P7i3LoqblIGiNk1Jmbc30,Kahin Door Jab Din Dhal Jaye,['Salil Chowdhury'],ghazal
2MAQWNhW0jKI0qWnNNO8C9,Main Pal Do Pal Ka Shair Hoon,"['Khayyam', 'Sagar Sarhadi', 'Sahir Ludhianvi']",ghazal
4XL3S4cP3jqdBotKjxulS5,"Na Kajare Ki Dhar (From ""Mohra"")",['Sadhana Sargam'],ghazal
2sQnWZ4J84PE55tS0AdRRs,Tujhse Naraz Nahin Zindagi Commentary - Gulzar,"['Lata Mangeshkar', 'Gulzar', 'Asha Bhosle']",ghazal
2AeMA6k7ocfbYDZqq8NdV7,Koi Fariyaad,['Jagjit Singh'],ghazal
72lVn67bCaZLJmw5XsPOBn,Kal Chaudhvin Ki Raat Thi,['Rajkumar Rizvi'],ghazal
1vXne7CPI10JposQtCGbmL,Woh Kagaz Ki Kashti - Live,"['Jagjit Singh', 'Chitra Singh']",ghazal
2lMl1oBOr7WbfNrFFdXMYM,"Jhuki Jhuki Si Nazar - From ""Arth""",['Jagjit Singh'],ghazal
2w9UyFNwiQjuB89IwnPMUV,Tum Itna Jo Muskura Rahe Ho Arth Live - Original,['Jagjit Singh'],ghazal
4t2sMBajRuSKudtieXPgPp,Ranjish Hi Sahi,['Various Artists'],ghazal
5SLLpvJmoEjcQdHElyx6LE,Aap Jinke Kareeb Hote Hain,['Pankaj Udhas'],ghazal
2mVqfKbKGmxVXlVswhlI5T,Chaap Tilak,['Various Artists'],ghazal
